399.60699999999997,431.0,0,0,0
529.254,326.0,0,0,0
464.457,329.0,0,0,0
529.269,325.0,0,0,0
529.27,327.0,0,0,0
529.271,331.0,0,0,0
529.2719999999999,332.0,0,0,0
464.43800000000005,282.0,0,0,0
423.67199999999997,191.0,0,0,0
290.889,188.0,0,0,0
330.765,188.0,0,0,0
335.54699999999997,187.0,0,0,0
341.147,193.0,0,0,0
410.125,187.0,0,0,0
456.491,187.0,0,0,0
455.88,187.0,0,0,0
347.64,187.0,0,0,0
341.69199999999995,187.0,0,0,0
214.52599999999998,186.0,0,0,0
212.551,186.0,0,0,0
189.845,187.0,0,0,0
343.164,187.0,0,0,0
384.542,188.0,0,0,0
295.848,188.0,0,0,0
376.599,188.0,0,0,0
352.99,424.0,0,0,0
337.926,444.0,0,0,0
274.368,444.0,0,0,0
313.769,232.0,0,0,0
351.273,186.0,0,0,0
404.528,186.0,0,0,0
340.85,186.0,0,0,0
376.82199999999995,186.0,0,0,0
285.04900000000004,187.0,0,0,0
230.25900000000001,302.0,0,0,0
271.23900000000003,330.0,0,0,0
239.21200000000002,330.0,0,0,0
296.053,326.0,0,0,0
232.21099999999998,326.0,0,0,0
390.798,326.0,0,0,0
435.464,326.0,0,0,0
470.774,326.0,0,0,0
502.71,324.0,0,0,0
393.37800000000004,330.0,0,0,0
486.606,280.0,0,0,0
377.439,186.0,0,0,0
426.631,187.0,0,0,0
337.73199999999997,187.0,0,0,0
356.3,184.0,0,0,0
547.648,185.0,0,0,0
487.087,184.0,0,0,0
474.61400000000003,185.0,0,0,0
322.828,185.0,0,0,0
287.026,185.0,0,0,0
164.988,185.0,0,0,0
81.521,185.0,0,0,0
10.0,185.0,0,0,0
59.335,185.0,0,0,0
150.05700000000002,319.0,0,0,0
239.171,320.0,0,0,0
357.846,320.0,0,0,0
275.92,320.0,0,0,0
420.767,320.0,0,0,0
318.918,320.0,0,0,0
376.394,324.0,0,0,0
501.6,324.0,0,0,0
344.055,324.0,0,0,0
442.089,325.0,0,0,0
422.50800000000004,280.0,0,0,0
