iter	RMSE
0	0.05466926864
1	0.05328006168
2	0.0519299932
3	0.05065286706
4	0.04938074791
5	0.04812909877
6	0.04690992168
7	0.0457434118
8	0.04460544611
9	0.04352136269
10	0.04244941677
11	0.04140448809
12	0.04039617704
13	0.03941593324
14	0.03846680431
15	0.03753593015
16	0.03665964976
17	0.03581154454
18	0.03494918631
19	0.03412756293
20	0.03333490092
21	0.03257224709
22	0.03183174964
23	0.03111545187
24	0.03040132691
25	0.02970032257
26	0.02903955755
27	0.02839246229
28	0.0277471288
29	0.02713690966
30	0.02654990787
31	0.02597017013
32	0.02543379077
33	0.02489338203
34	0.0243532816
35	0.02384154447
36	0.02334236971
37	0.02284851412
38	0.02238976036
39	0.02193752148
40	0.02149686808
41	0.02107866864
42	0.02067013015
43	0.02026206389
44	0.01987492084
45	0.01951741613
46	0.01915528317
47	0.01880842248
48	0.01848466811
49	0.01813593538
50	0.01780850149
51	0.0175180038
52	0.01720774669
53	0.01691940341
54	0.01664521185
55	0.01635865639
56	0.01609555056
57	0.01584273936
58	0.01560528497
59	0.01535864029
60	0.01511857908
61	0.0148997669
62	0.01469530093
63	0.01448330198
64	0.01429326637
65	0.01409581233
66	0.01390325121
67	0.01373159591
68	0.01355642233
69	0.01340003317
70	0.01321851134
71	0.01305891915
72	0.01288768772
73	0.012732192
74	0.01257348857
75	0.01244070774
76	0.01230230227
77	0.01215471797
78	0.01202950446
79	0.01191883243
80	0.01179580099
81	0.01166816966
82	0.01155979097
83	0.01144990742
84	0.01131986386
85	0.01121370443
86	0.0111320332
87	0.01101821137
88	0.01091232033
89	0.01082217087
90	0.01072910094
91	0.01061571367
92	0.01053859099
93	0.01045440859
94	0.01036194514
95	0.01028950731
96	0.01020447785
97	0.01016070858
98	0.01009865254
99	0.01001865503
100	0.009956600686
101	0.009896452603
102	0.009835083511
103	0.009779531831
104	0.009718296064
105	0.009660165166
106	0.00962433371
107	0.00958395373
108	0.00953049378
109	0.009473621577
110	0.009428126832
111	0.009388741957
112	0.009352130309
113	0.009297273969
114	0.009252260551
115	0.009201315527
116	0.009152434893
117	0.009105938753
118	0.009063470498
119	0.009029820953
120	0.008995921805
121	0.008960281357
122	0.008927265164
123	0.008890706626
124	0.008857518763
125	0.008826127909
126	0.008799971344
127	0.008774034754
128	0.008744516015
129	0.008720610432
130	0.008701312037
131	0.008672046999
132	0.008653243853
133	0.008633058683
134	0.008610150218
135	0.008583593851
136	0.008550842924
137	0.008525425392
138	0.008508869196
139	0.008489229116
140	0.008464551555
141	0.008436360664
142	0.008413038265
143	0.008396175153
144	0.008380029049
145	0.008369849858
146	0.008353177216
147	0.008315064109
148	0.008287741087
149	0.00827579501
150	0.008258511664
151	0.008240674526
152	0.008226760599
153	0.008215189492
154	0.008199627135
155	0.008180948065
156	0.008171399933
157	0.008159990154
158	0.008132061806
159	0.008125724311
160	0.008121307125
161	0.008112440287
162	0.008101356926
163	0.008089152576
164	0.00808335271
165	0.008070722464
166	0.008059233825
167	0.008051461949
168	0.008039141874
169	0.008034458032
170	0.008027497969
171	0.008017566443
172	0.008006599497
173	0.008002799042
174	0.00799787529
175	0.007986074215
176	0.007974461211
177	0.007969559574
178	0.00796552902
179	0.007961675471
180	0.007960568309
181	0.00795379071
182	0.007947236331
183	0.007941609204
184	0.007939775055
185	0.007936349347
186	0.007934026849
187	0.007931472528
188	0.007921863118
189	0.007920924156
190	0.007915317345
191	0.007908991583
192	0.00790490939
193	0.007900760372
194	0.007899056271
195	0.007895436387
196	0.007890486198
197	0.007886270802
198	0.007881026798
199	0.00787386598
200	0.007870435282
201	0.007867895047
202	0.007859720919
203	0.007854071049
204	0.007849426131
205	0.007846782937
206	0.007841297649
207	0.007836601931
208	0.007830307228
209	0.007829232942
210	0.007825654579
211	0.007822059276
212	0.007819997624
213	0.007814541286
214	0.007809902789
215	0.007804495506
216	0.00779583607
217	0.007793293464
218	0.007791859037
219	0.007790256094
220	0.00778902438
221	0.007788654667
222	0.007785546596
223	0.007785387535
224	0.00778476239
225	0.007780555912
226	0.007777544996
227	0.007766411967
228	0.007762685971
229	0.007756236668
230	0.007754667931
231	0.007752224344
232	0.007743061968
233	0.007739647577
234	0.007738310232
235	0.007735617185
236	0.007732081487
237	0.007731778442
238	0.007731665765
239	0.007726481538
240	0.007726156887
241	0.007723684924
242	0.007719409744
243	0.007716542294
244	0.007715043981
245	0.007714398442
246	0.007713103458
247	0.007710692976
248	0.007705621177
249	0.007704500693
250	0.00770185308
251	0.007697944973
252	0.007697624605
253	0.007697302119
254	0.007696498224
255	0.007687900736
256	0.007687799827
257	0.007684555585
258	0.007683188051
259	0.007680440493
260	0.007677868858
261	0.007676167537
262	0.007675431442
263	0.00767463851
264	0.00767128281
265	0.007669652739
266	0.007668760305
267	0.00766861059
268	0.007666919338
269	0.00766568442
270	0.007662819029
271	0.007662568354
272	0.007654134651
273	0.007652538256
274	0.007652497
275	0.007639619769
276	0.007636699898
277	0.007635147258
278	0.00763473503
279	0.007634635113
280	0.007634183107
281	0.007629076889
282	0.007628855565
283	0.00762010784
284	0.007619055506
285	0.007618674368
286	0.007617808514
287	0.007617134985
288	0.007616942875
289	0.007616582967
290	0.007615974641
291	0.007615406922
292	0.007614414693
293	0.007614030361
294	0.00761370054
295	0.007613528353
296	0.00761265729
297	0.007612244728
298	0.007611836158
299	0.007610926274
300	0.007608961466
301	0.00760876183
302	0.007608618973
303	0.007607825142
304	0.00760698438
305	0.007606901108
306	0.007605536941
307	0.007605239866
308	0.007605007408
309	0.00760433336
310	0.007600220837
311	0.007599499516
312	0.007598182501
313	0.007591730016
314	0.007591564681
315	0.007590979314
316	0.00759079042
317	0.00759015443
318	0.007586388361
319	0.007586145307
320	0.007584268933
321	0.007584131549
322	0.007582337867
323	0.007582207805
324	0.00758214095
325	0.007581922696
326	0.007568914994
327	0.007565831774
328	0.007564444553
329	0.007563011765
330	0.007562868484
331	0.007561295357
332	0.007561156014
333	0.007561011005
334	0.007559632886
335	0.007558024757
336	0.007557963604
337	0.007557807259
338	0.007557463504
339	0.007556655896
340	0.007556301857
341	0.00755559262
342	0.007555272041
343	0.007554418439
344	0.007553507971
345	0.007553363761
346	0.007552720252
347	0.007552520358
348	0.007552271264
349	0.0075509655
350	0.007550540839
351	0.007549706648
352	0.007549669015
353	0.007549264866
354	0.007549188307
355	0.007549153149
356	0.007547700506
357	0.00754747466
358	0.007547435807
359	0.007546686297
360	0.007546510531
361	0.007546067513
362	0.007544767564
363	0.007543991518
364	0.007543699414
365	0.00754351389
366	0.007543212871
367	0.007543082642
368	0.007542669523
369	0.007542588768
370	0.007542468389
371	0.007540984777
372	0.007540945783
373	0.007540818578
374	0.007540638893
375	0.007540294182
376	0.007540184103
377	0.007538877669
378	0.007537880948
379	0.007533385735
380	0.007532970153
381	0.007532736275
382	0.00753266466
383	0.00753122864
384	0.007531084319
385	0.007530903703
386	0.0075308947
387	0.007530840952
388	0.007528448332
389	0.007528161016
390	0.00752696559
391	0.007526599164
392	0.007526173231
393	0.007525936975
394	0.007525328107
395	0.007524048818
396	0.007523948674
397	0.007523775734
398	0.007523592804
399	0.007522676107
400	0.007521611274
401	0.007521432281
402	0.00752133803
403	0.0075209418
404	0.007520391343
405	0.007519056776
406	0.00751888542
407	0.00751857381
408	0.007518479557
409	0.007517610259
410	0.007517460657
411	0.007513037606
412	0.007512493477
413	0.007511716158
414	0.007496136735
415	0.007495193653
416	0.007495032051
417	0.007475680415
418	0.007475259347
419	0.007475111552
420	0.007474962316
421	0.007474164341
422	0.007474051189
423	0.00747385882
424	0.007473795083
425	0.007472802509
426	0.007471759935
427	0.007471553384
428	0.007471445605
429	0.007470361441
430	0.007469178518
431	0.007468549893
432	0.007468300588
433	0.007468150032
434	0.007467909787
435	0.007467456554
436	0.007467344561
437	0.00746692994
438	0.007466689202
439	0.007466602815
440	0.007466197278
441	0.007465680754
442	0.007465384604
443	0.007465186878
444	0.007465078553
445	0.007464920214
446	0.007464133994
447	0.007463885424
448	0.007453142082
449	0.007453028482
450	0.007452892141
451	0.007452231021
452	0.00745205902
453	0.007451944982
454	0.007451140263
455	0.007450942011
456	0.007450510658
457	0.007450235487
458	0.007450135103
459	0.007449418561
460	0.007449118842
461	0.007448662922
462	0.007448493509
463	0.007448013053
464	0.007446802159
465	0.007446756259
466	0.007446425167
467	0.007445905438
468	0.007445853246
469	0.007445716625
470	0.007445665794
471	0.007445396143
472	0.007445278384
473	0.007444927329
474	0.007444587267
475	0.00744445858
476	0.007444256757
477	0.007444127702
478	0.007443883331
479	0.007443710028
480	0.007442997909
481	0.007432456677
482	0.007432152663
483	0.007431927891
484	0.00743185159
485	0.007431693873
486	0.007431595786
487	0.007430467557
488	0.007430152331
489	0.007429829596
490	0.007429727574
491	0.007429726185
492	0.007429540514
493	0.00742950251
494	0.007429358041
495	0.007428283625
496	0.007428152291
497	0.007428034801
498	0.007427962501
499	0.007427772953
500	0.007427176328
501	0.007427096999
502	0.007426852681
503	0.007426658601
504	0.007426452234
505	0.007426248322
506	0.007425874874
507	0.007425587215
508	0.007425413945
509	0.007425282953
510	0.007425175192
511	0.007425001001
512	0.007424861256
513	0.007424673133
514	0.007424587063
515	0.007424470438
516	0.007424285047
517	0.007424200162
518	0.007423828384
519	0.007423773631
520	0.007422625883
521	0.007421369723
522	0.007421194177
523	0.007421132732
524	0.007420867643
525	0.007420525892
526	0.007420364775
527	0.007420251253
528	0.007420011249
529	0.007419742565
530	0.007419632061
531	0.007418621498
532	0.007418527748
533	0.007405528227
534	0.007405181886
535	0.00740134796
536	0.007401249252
537	0.007401172641
538	0.007401172304
539	0.007400845321
540	0.007400738904
541	0.007400668522
542	0.007400592998
543	0.007400303698
544	0.007400189809
545	0.007400125452
546	0.007400059127
547	0.007400016147
548	0.007399876614
549	0.007399590734
550	0.007399442817
551	0.007397741991
552	0.007397677916
553	0.007397667347
554	0.00739730008
555	0.007397240604
556	0.007397180727
557	0.007397140846
558	0.007397119645
559	0.007397068914
560	0.00739489738
561	0.007394740462
562	0.007394664352
563	0.007393496045
564	0.007393460646
565	0.007393388832
566	0.007393329908
567	0.007393294657
568	0.00739328578
569	0.007393285761
570	0.007393260833
571	0.007393239171
572	0.007393176665
573	0.007393144559
574	0.007393076052
575	0.007392978177
576	0.007392880789
577	0.007392856587
578	0.007392854548
579	0.007392730197
580	0.007392523754
581	0.007392514501
582	0.007392486731
583	0.007392410289
584	0.007392291048
585	0.007392276934
586	0.007383212443
587	0.007383212024
588	0.007383198116
589	0.00738318461
590	0.007382573076
591	0.00738254236
592	0.007382426869
593	0.007382032537
594	0.007381992775
595	0.007381943146
596	0.007381876578
597	0.007381757896
598	0.007381713726
599	0.007381663848
600	0.00738139806
601	0.007381370598
602	0.007381330574
603	0.007381230874
604	0.007381216275
605	0.007380961534
606	0.007380915152
607	0.007380915133
608	0.007380894066
609	0.007380839538
610	0.00738080843
611	0.007380746083
612	0.007380734179
613	0.007380700211
614	0.007380680448
615	0.007380579874
616	0.007378778169
617	0.007378771877
618	0.00737876901
619	0.007378731329
620	0.007378702945
621	0.007378700971
622	0.007378673157
623	0.007378641019
624	0.00737860028
625	0.007376702792
626	0.007376638409
627	0.00737304469
628	0.00737302896
629	0.007372960318
630	0.007372864534
631	0.007372703294
632	0.007371036178
633	0.007371025495
634	0.007371016213
635	0.007370904267
636	0.007370882291
637	0.007370860545
638	0.007370381924
639	0.007370373327
640	0.007370135595
641	0.007370128319
642	0.007370100805
643	0.007370089158
644	0.007370066972
645	0.007370000276
646	0.007369985574
647	0.007368559502
648	0.00736805376
649	0.007368049477
650	0.007367707232
651	0.00736768021
652	0.007367645085
653	0.007367550215
654	0.007367387968
655	0.00736737988
656	0.007367134008
657	0.007366499602
658	0.007366428012
659	0.007366400085
660	0.007366396564
661	0.007364657364
662	0.007364381031
663	0.007364293913
664	0.007364278417
665	0.00736427658
666	0.00736426979
667	0.007364236235
668	0.00736420963
669	0.007363804989
670	0.007363417705
671	0.007362358968
672	0.007362349285
673	0.007362202519
674	0.007362100538
675	0.007361747371
676	0.007360019404
677	0.007359981174
678	0.007359966055
679	0.00735995983
680	0.007359891901
681	0.007359884461
682	0.007357711357
683	0.007355620299
684	0.007355598036
685	0.007354127759
686	0.007353980171
687	0.0073539203
688	0.007353871964
689	0.007353777547
690	0.007353597439
691	0.007353529501
692	0.007353501455
693	0.007353474084
694	0.007353464834
695	0.00735344731
696	0.007353419076
697	0.007353404711
698	0.007353387207
699	0.007353143646
700	0.007353060624
701	0.007349013066
702	0.007348987652
703	0.007348907599
704	0.00734881054
705	0.007348655071
706	0.007348646559
707	0.007348594725
708	0.007348535475
709	0.007348254868
710	0.007348097735
711	0.007348073804
712	0.007347609015
713	0.007347578748
714	0.007346512317
715	0.007346360766
716	0.007346326706
717	0.007346273696
718	0.007346250378
719	0.007345861805
720	0.007342330622
721	0.007342245659
722	0.007342064477
723	0.007341998831
724	0.007341731026
725	0.007341722698
726	0.007341709516
727	0.007341411623
728	0.007341401531
729	0.007341382233
730	0.007341351757
731	0.007341086259
732	0.007340050792
733	0.007339884559
734	0.00733973592
735	0.007339717366
736	0.007339571933
737	0.007339502859
738	0.007339483914
739	0.007339464582
740	0.007339197747
741	0.007339179105
742	0.007338703388
743	0.007338637742
744	0.007338429206
745	0.007338161377
746	0.007338151367
747	0.007337922313
748	0.007337872453
749	0.00733785464
750	0.007337833906
751	0.007336304062
752	0.007336291405
753	0.007336216707
754	0.007336158588
755	0.007336138543
756	0.007336115438
757	0.007336091975
758	0.007336080158
759	0.007335905942
760	0.007335796885
761	0.007335777322
762	0.007335756669
763	0.00733573444
764	0.007335712754
765	0.00733559568
766	0.007335565781
767	0.007335462334
768	0.007335428368
769	0.007335419118
770	0.007335309508
771	0.007335079331
772	0.007335029443
773	0.007334993642
774	0.007334960074
775	0.007334828067
776	0.007334658604
777	0.007327625274
778	0.007326753197
779	0.007326497297
780	0.007326189735
781	0.007325410657
782	0.007325388673
783	0.007325376203
784	0.007325363301
785	0.007325233815
786	0.007324723494
787	0.007324489832
788	0.007324481161
789	0.007321277676
790	0.007319367396
791	0.007319269836
792	0.007319058678
793	0.007318958941
794	0.007318904122
795	0.007317548346
796	0.007317209664
797	0.007317189283
798	0.007316327916
799	0.007315884353
800	0.007315755562
801	0.007315655411
802	0.007314976575
803	0.007314968651
804	0.007314671796
805	0.00731464298
806	0.007314406304
807	0.007314357149
808	0.007313583964
809	0.007312779961
810	0.007312581709
811	0.007312294546
812	0.007312180807
813	0.007312146984
814	0.007312140125
815	0.00731125253
816	0.007309774004
817	0.007309144631
818	0.007308889001
819	0.007308515886
820	0.007308304646
821	0.007308287674
822	0.00730747555
823	0.007307308889
824	0.00730680911
825	0.007306806285
826	0.007306682504
827	0.007306666549
828	0.007306259288
